animal_id_outcome,outcome_type
A688431,Return to Owner
A688432,Transfer
A688433,Adoption
A688434,Missing
A688436,Transfer
A688437,Euthanasia
A688439,Transfer
A688440,Adoption
A688441,Euthanasia
A688442,Died
A688443,Adoption
A688444,Adoption
A688445,Adoption
A688445,Adoption
A688447,Transfer
A688448,Euthanasia
A688450,Missing
A688451,Adoption
A688452,Transfer
A688453,Adoption
A688454,Adoption
A688455,Adoption
A688456,Adoption
A688457,Died
A688458,Adoption
A688459,Adoption
A688460,Adoption
A688461,Relocate
A688463,Transfer
A688464,Missing
A688465,Adoption
A688466,Adoption
A688467,Missing
A688468,Rto-Adopt
A688469,Adoption
A688469,Adoption
A688470,Adoption
A688471,Adoption
A688472,Relocate
A688473,Adoption
A688474,Missing
A688477,Relocate
A688478,Return to Owner
A688479,Return to Owner
A688480,Return to Owner
A688481,Adoption
A688484,Return to Owner
A688484,Transfer
A688484,Return to Owner
A688492,Euthanasia
A688493,Transfer
A688494,Transfer
A688495,Adoption
A688496,Adoption
A688497,Transfer
A688498,Adoption
A688499,Return to Owner
A688500,Transfer
A688501,Relocate
A688502,Died
A688505,Return to Owner
A688506,Adoption
A688507,Missing
A688509,Transfer
A688510,Transfer
A688511,Missing
A688512,Adoption
A688513,Adoption
A688513,Adoption
A688514,Adoption
A688515,Relocate
A688516,Adoption
A688517,Adoption
A688518,Died
A688519,Adoption
A688519,Adoption
A688520,Adoption
A688521,Adoption
A688522,Adoption
A688523,Transfer
A688524,Adoption
A688525,Adoption
A688530,Relocate
A688531,Transfer
A688532,Relocate
A688533,Rto-Adopt
A688534,Adoption
A688535,Adoption
A688535,Adoption
A688536,Died
A688537,Transfer
A688538,Adoption
A688539,Transfer
A688540,Transfer
A688541,Transfer
A688542,Transfer
A688543,Transfer
A688544,Transfer
A688546,Adoption
A688547,Adoption
A688548,Transfer
A688549,Adoption
A688550,Adoption
A688551,Adoption
A688552,Adoption
A688553,Adoption
A688554,Missing
A688555,Adoption
A688556,Rto-Adopt
A688557,Adoption
A688558,Transfer
A688559,Adoption
A688560,Adoption
A688561,Missing
A688562,Return to Owner
A688566,Relocate
A688567,Adoption
A688568,Adoption
A688569,Died
A688571,Return to Owner
A688575,Euthanasia
A688576,Adoption
A688578,Adoption
A688582,Euthanasia
A688583,Return to Owner
A688584,Return to Owner
A688584,Transfer
A688586,Rto-Adopt
A688586,Rto-Adopt
A688588,Return to Owner
A688590,Adoption
A688591,Died
A688592,Euthanasia
A688593,Adoption
A688594,Adoption
A688594,Adoption
A688595,Adoption
A688596,Missing
A688598,Transfer
A688599,Rto-Adopt
A688600,Transfer
A688601,Rto-Adopt
A688602,Transfer
A688603,Transfer
A688604,Transfer
A688605,Adoption
A688606,Return to Owner
A688607,Adoption
A688608,Adoption
A688609,Died
A688610,Died
A688610,Adoption
A688610,Return to Owner
A688610,Return to Owner
A688610,Return to Owner
A688610,Return to Owner
A688612,Rto-Adopt
A688615,Transfer
A688616,Transfer
A688617,Rto-Adopt
A688618,Adoption
A688619,Adoption
A688621,Return to Owner
A688621,Adoption
A688622,Missing
A688623,Adoption
A688624,Adoption
A688625,Rto-Adopt
A688626,Rto-Adopt
A688627,Transfer
A688628,Transfer
A688629,Relocate
A688631,Transfer
A688632,Died
A688633,Euthanasia
A688636,Adoption
A688647,Euthanasia
A688648,Transfer
A688651,Relocate
A688652,Missing
A688653,Adoption
A688654,Adoption
A688655,Adoption
A688657,Relocate
A688658,Euthanasia
A688659,Transfer
A688660,Transfer
A688661,Died
A688663,Transfer
A688664,Missing
A688665,Adoption
A688667,Transfer
A688668,Transfer
A688669,Transfer
A688670,Died
A688671,Return to Owner
A688671,Transfer
A688672,Adoption
A688673,Died
A688674,Transfer
A688675,Transfer
A688676,Return to Owner
A688677,Return to Owner
A688677,Transfer
A688678,Adoption
A688679,Adoption
A688680,Adoption
A688681,Adoption
A688682,Adoption
A688683,Transfer
A688684,Relocate
A688685,Transfer
A688686,Missing
A688687,Transfer
A688689,Transfer
A688689,Died
A688690,Relocate
A688691,Return to Owner
A688692,Adoption
A688693,Return to Owner
A688699,Adoption
A688700,Adoption
A688701,Died
A688702,Transfer
A688703,Relocate
A688704,Relocate
A688705,Missing
A688706,Adoption
A688707,Transfer
A688708,Euthanasia
A688709,Adoption
A688710,Return to Owner
A688711,Died
A688712,Return to Owner
A688712,Return to Owner
A688713,Died
A688716,Return to Owner
A688717,Adoption
A688718,Return to Owner
A688719,Adoption
A688720,Adoption
A688721,Euthanasia
A688725,Transfer
A688726,Return to Owner
A688728,Return to Owner
A688729,Return to Owner
A688731,Died
A688734,Return to Owner
A688735,Euthanasia
A688736,Died
A688737,Died
A688740,Missing
A688741,Transfer
A688742,Transfer
A688742,Adoption
A688744,Transfer
A688746,Missing
A688747,Transfer
A688748,Transfer
A688749,Transfer
A688750,Relocate
A688751,Transfer
A688752,Transfer
A688753,Transfer
A688754,Adoption
A688754,Return to Owner
A688754,Return to Owner
A688756,Rto-Adopt
A688757,Adoption
A688758,Transfer
A688759,Transfer
A688760,Missing
A688761,Transfer
A688763,Transfer
A688764,Rto-Adopt
A688765,Died
A688766,Euthanasia
A688767,Died
A688768,Euthanasia
A688769,Rto-Adopt
A688770,Euthanasia
A688771,Euthanasia
A688772,Euthanasia
A688773,Transfer
A688773,Return to Owner
A688774,Relocate
A688775,Relocate
A688775,Adoption
A688775,Rto-Adopt
A688778,Return to Owner
A688782,Transfer
A688783,Transfer
A688784,Transfer
A688785,Euthanasia
A688786,Adoption
A688787,Transfer
A688789,Adoption
A688790,Return to Owner
A688790,Adoption
A688790,Adoption
A688791,Euthanasia
A688792,Euthanasia
A688793,Died
A688794,Return to Owner
A688803,Return to Owner
A688804,Return to Owner
A688804,Adoption
A688805,Return to Owner
A688806,Return to Owner
A688807,Adoption
A688808,Transfer
A688809,Died
A688810,Adoption
A688811,Transfer
A688812,Transfer
A688813,Transfer
A688815,Return to Owner
A688816,Return to Owner
A688817,Relocate
A688818,Died
A688820,Euthanasia
A688822,Relocate
A688823,Relocate
A688823,Adoption
A688824,Disposal
A688825,Euthanasia
A688826,Rto-Adopt
A688827,Adoption
A688830,Transfer
A688832,Transfer
A688835,Transfer
A688836,Relocate
A688837,Return to Owner
A688837,Died
A688839,Transfer
A688839,Adoption
A688840,Euthanasia
A688841,Euthanasia
A688843,Euthanasia
A688843,Missing
A688844,Relocate
A688846,Adoption
A688848,Rto-Adopt
A688849,Transfer
A688849,Adoption
A688850,Rto-Adopt
A688851,Transfer
A688852,Adoption
A688854,Transfer
A688855,Return to Owner
A688855,Return to Owner
A688855,Return to Owner
A688857,Missing
A688861,Adoption
A688863,Adoption
A688863,Adoption
A688865,Euthanasia
A688868,Transfer
A688869,Return to Owner
A688871,Rto-Adopt
A688872,Return to Owner
A688877,Transfer
A688878,Adoption
A688878,Rto-Adopt
A688879,Missing
A688881,Adoption
A688882,Died
A688883,Euthanasia
A688884,Adoption
A688885,Transfer
A688889,Missing
A688894,Euthanasia
A688895,Return to Owner
A688903,Return to Owner
A688904,Transfer
A688905,Missing
A688906,Adoption
A688907,Euthanasia
A688908,Return to Owner
A688909,Return to Owner
A688910,Return to Owner
A688911,Return to Owner
A688912,Transfer
A688913,Transfer
A688914,Return to Owner
A688914,Transfer
A688914,Adoption
A688915,Transfer
A688917,Return to Owner
A688918,Adoption
A688919,Rto-Adopt
A688920,Died
A688921,Rto-Adopt
A688922,Transfer
A688923,Transfer
A688924,Transfer
A688925,Relocate
A688926,Missing
A688927,Transfer
A688928,Transfer
A688929,Transfer
A688930,Rto-Adopt
A688931,Transfer
A688932,Adoption
A688933,Return to Owner
A688933,Return to Owner
A688933,Return to Owner
A688934,Return to Owner
A688934,Return to Owner
A688934,Return to Owner
A688935,Adoption
A688935,Adoption
A688937,Relocate
A688939,Transfer
A688940,Transfer
A688941,Relocate
A688942,Transfer
A688944,Died
A688945,Adoption
A688948,Return to Owner
A688949,Return to Owner
A688950,Return to Owner
A688951,Adoption
A688952,Transfer
A688955,Return to Owner
A688956,Missing
A688958,Died
A688959,Return to Owner
A688959,Return to Owner
A688963,Adoption
A688964,Adoption
A688965,Transfer
A688966,Adoption
A688967,Transfer
A688968,Adoption
A688969,Adoption
A688970,Missing
A688971,Return to Owner
A688972,Died
A688973,Adoption
A688975,Transfer
A688976,Rto-Adopt
A688977,Transfer
A688979,Transfer
A688980,Transfer
A688982,Missing
A688983,Adoption
A688985,Adoption
A688987,Return to Owner
A688988,Died
A688989,Adoption
A688990,Transfer
A688991,Transfer
A688992,Return to Owner
A688992,Missing
A688992,Return to Owner
A688994,Transfer
A688995,Transfer
A688996,Return to Owner
A688996,Transfer
A688997,Died
A688999,Missing
A688999,Relocate
A689001,Died
A689008,Transfer
A689009,Missing
A689010,Missing
A689011,Transfer
A689012,Transfer
A689013,Euthanasia
A689016,Return to Owner
A689018,Adoption
A689019,Adoption
A689021,Transfer
A689022,Transfer
A689023,Transfer
A689024,Adoption
A689026,Transfer
A689027,Transfer
A689028,Missing
A689029,Relocate
A689030,Adoption
A689031,Adoption
A689032,Adoption
A689033,Return to Owner
A689034,Return to Owner
A689036,Return to Owner
A689037,Transfer
A689038,Transfer
A689039,Euthanasia
A689040,Transfer
A689041,Rto-Adopt
A689042,Transfer
A689043,Missing
A689044,Transfer
A689045,Transfer
A689046,Rto-Adopt
A689047,Adoption
A689047,Adoption
A689049,Transfer
A689050,Died
A689052,Transfer
A689053,Transfer
A689054,Transfer
A689055,Euthanasia
A689056,Adoption
A689059,Adoption
A689060,Transfer
A689061,Transfer
A689062,Euthanasia
A689063,Died
A689064,Missing
A689065,Transfer
A689066,Died
A689067,Transfer
A689068,Adoption
A689069,Adoption
A689071,Euthanasia
A689072,Return to Owner
A689073,Adoption
A689075,Euthanasia
A689076,Transfer
A689077,Transfer
A689078,Transfer
A689080,Rto-Adopt
A689080,Adoption
A689081,Adoption
A689082,Adoption
A689083,Adoption
A689083,Adoption
A689084,Transfer
A689085,Died
A689086,Relocate
A689089,Euthanasia
A689090,Adoption
A689091,Rto-Adopt
A689092,Transfer
A689093,Died
A689094,Transfer
A689095,Transfer
A689097,Adoption
A689098,Adoption
A689099,Euthanasia
A689100,Adoption
A689101,Adoption
A689102,Return to Owner
A689103,Transfer
A689103,Adoption
A689106,Adoption
A689107,Adoption
A689108,Adoption
A689110,Transfer
A689111,Died
A689112,Return to Owner
A689119,Euthanasia
A689120,Adoption
A689121,Missing
A689122,Rto-Adopt
A689122,Adoption
A689123,Euthanasia
A689124,Euthanasia
A689130,Transfer
A689132,Rto-Adopt
A689133,Rto-Adopt
A689134,Adoption
A689135,Died
A689136,Adoption
A689137,Adoption
A689138,Euthanasia
A689139,Adoption
A689140,Return to Owner
A689141,Euthanasia
A689142,Disposal
A689144,Died
A689145,Adoption
A689146,Euthanasia
A689154,Died
A689155,Adoption
A689156,Missing
A689157,Transfer
A689158,Transfer
A689159,Transfer
A689160,Transfer
A689161,Transfer
A689162,Transfer
A689163,Adoption
A689168,Transfer
A689169,Transfer
A689170,Died
A689171,Transfer
A689172,Transfer
A689173,Transfer
A689175,Adoption
A689176,Adoption
A689177,Adoption
A689178,Adoption
A689180,Adoption
A689181,Missing
A689182,Adoption
A689183,Adoption
A689184,Missing
A689185,Relocate
A689186,Adoption
A689187,Adoption
A689187,Adoption
A689189,Return to Owner
A689190,Relocate
A689192,Euthanasia
A689193,Euthanasia
A689194,Euthanasia
A689195,Transfer
A689196,Died
A689197,Adoption
A689198,Adoption
A689199,Relocate
A689202,Euthanasia
A689208,Euthanasia
A689209,Transfer
A689212,Relocate
A689212,Relocate
A689215,Transfer
A689216,Transfer
A689217,Adoption
A689217,Adoption
A689218,Transfer
A689219,Adoption
A689221,Transfer
A689222,Transfer
A689224,Died
A689225,Relocate
A689226,Return to Owner
A689227,Transfer
A689228,Adoption
A689228,Adoption
A689231,Missing
A689232,Transfer
A689234,Transfer
A689235,Transfer
A689236,Transfer
A689237,Missing
A689238,Transfer
A689239,Transfer
A689241,Return to Owner
A689241,Return to Owner
A689242,Return to Owner
A689242,Return to Owner
A689243,Adoption
A689243,Missing
A689244,Adoption
A689245,Rto-Adopt
A689246,Transfer
A689247,Transfer
A689248,Adoption
A689249,Adoption
A689250,Adoption
A689251,Return to Owner
A689252,Transfer
A689253,Died
A689254,Relocate
A689255,Transfer
A689257,Adoption
A689258,Transfer
A689259,Died
A689260,Euthanasia
A689260,Return to Owner
A689260,Return to Owner
A689261,Return to Owner
A689261,Return to Owner
A689262,Adoption
A689263,Rto-Adopt
A689264,Rto-Adopt
A689265,Adoption
A689266,Died
A689267,Transfer
A689268,Rto-Adopt
A689269,Return to Owner
A689270,Adoption
A689272,Adoption
A689273,Adoption
A689274,Adoption
A689275,Relocate
A689276,Transfer
A689277,Adoption
A689278,Adoption
A689279,Transfer
A689279,Return to Owner
A689279,Adoption
A689279,Return to Owner
A689279,Adoption
A689280,Adoption
A689282,Rto-Adopt
A689283,Transfer
A689285,Missing
A689291,Return to Owner
A689292,Transfer
A689292,Return to Owner
A689294,Adoption
A689295,Euthanasia
A689296,Transfer
A689298,Adoption
A689299,Adoption
A689305,Adoption
A689306,Adoption
A689307,Return to Owner
A689313,Relocate
A689314,Return to Owner
A689315,Transfer
A689316,Adoption
A689317,Adoption
A689318,Adoption
A689319,Adoption
A689320,Return to Owner
A689321,Transfer
A689321,Return to Owner
A689322,Return to Owner
A689324,Died
A689328,Adoption
A689332,Adoption
A689333,Transfer
A689335,Adoption
A689336,Adoption
A689337,Adoption
A689338,Missing
A689340,Transfer
A689341,Adoption
A689342,Euthanasia
A689343,Return to Owner
A689343,Return to Owner
A689343,Died
A689343,Adoption
A689344,Adoption
A689346,Transfer
A689347,Rto-Adopt
A689348,Transfer
A689349,Transfer
A689350,Adoption
A689351,Adoption
A689354,Adoption
A689355,Adoption
A689361,Adoption
A689362,Relocate
A689363,Adoption
A689364,Return to Owner
A689364,Adoption
A689369,Transfer
A689370,Return to Owner
A689371,Euthanasia
A689372,Return to Owner
A689373,Adoption
A689374,Adoption
A689378,Adoption
A689380,Return to Owner
A689382,Adoption
A689383,Relocate
A689384,Adoption
A689387,Transfer
A689390,Transfer
A689391,Euthanasia
A689392,Transfer
A689393,Euthanasia
A689394,Rto-Adopt
A689395,Return to Owner
A689396,Return to Owner
A689397,Adoption
A689398,Died
A689399,Return to Owner
A689400,Return to Owner
A689401,Transfer
A689402,Transfer
A689403,Transfer
A689404,Return to Owner
A689405,Euthanasia
A689406,Relocate
A689408,Adoption
A689410,Adoption
A689411,Adoption
A689412,Died
A689413,Return to Owner
A689414,Transfer
A689415,Adoption
A689416,Adoption
A689417,Adoption
A689418,Rto-Adopt
A689419,Transfer
A689422,Euthanasia
A689427,Return to Owner
A689436,Return to Owner
A689438,Transfer
A689438,Died
A689438,Adoption
A689439,Transfer
A689440,Transfer
A689441,Transfer
A689442,Missing
A689443,Transfer
A689444,Transfer
A689445,Transfer
A689446,Adoption
A689447,Died
A689448,Transfer
A689449,Adoption
A689450,Died
A689451,Transfer
A689452,Transfer
A689454,Return to Owner
A689455,Relocate
A689456,Adoption
A689460,Return to Owner
A689461,Adoption
A689462,Return to Owner
A689463,Transfer
A689464,Missing
A689465,Return to Owner
A689466,Adoption
A689467,Adoption
A689467,Return to Owner
A689467,Return to Owner
A689468,Adoption
A689468,Return to Owner
A689469,Transfer
A689470,Transfer
A689472,Euthanasia
A689473,Return to Owner
A689474,Adoption
A689476,Adoption
A689477,Transfer
A689478,Adoption
A689478,Rto-Adopt
A689479,Euthanasia
A689480,Transfer
A689481,Missing
A689482,Return to Owner
A689482,Adoption
A689483,Missing
A689484,Died
A689485,Adoption
A689486,Relocate
A689487,Died
A689488,Rto-Adopt
A689489,Adoption
A689490,Died
A689491,Adoption
A689492,Euthanasia
A689496,Euthanasia
A689497,Return to Owner
A689499,Adoption
A689501,Adoption
A689503,Relocate
A689504,Adoption
A689506,Relocate
A689507,Relocate
A689512,Euthanasia
A689514,Return to Owner
A689514,Return to Owner
A689515,Missing
A689516,Return to Owner
A689517,Transfer
A689518,Return to Owner
A689518,Return to Owner
A689519,Transfer
A689520,Transfer
A689521,Return to Owner
A689522,Transfer
A689523,Return to Owner
A689524,Adoption
A689524,Adoption
A689525,Adoption
A689526,Relocate
A689527,Transfer
A689528,Transfer
A689528,Died
A689529,Transfer
A689531,Return to Owner
A689532,Return to Owner
A689533,Transfer
A689534,Transfer
A689536,Euthanasia
A689537,Adoption
A689538,Relocate
A689539,Adoption
A689541,Return to Owner
A689547,Euthanasia
A689551,Transfer
A689553,Adoption
A689554,Transfer
A689554,Adoption
A689555,Adoption
A689556,Transfer
A689557,Rto-Adopt
A689559,Adoption
A689560,Adoption
A689561,Adoption
A689562,Adoption
A689563,Adoption
A689564,Missing
A689565,Return to Owner
A689565,Return to Owner
A689565,Return to Owner
A689565,Return to Owner
A689567,Transfer
A689568,Died
A689569,Relocate
A689569,Adoption
A689570,Adoption
A689570,Adoption
A689572,Transfer
A689575,Transfer
A689576,Transfer
A689577,Transfer
A689578,Rto-Adopt
A689579,Missing
A689581,Adoption
A689582,Died
A689583,Transfer
A689584,Adoption
A689585,Adoption
A689586,Adoption
A689586,Died
A689588,Euthanasia
A689591,Euthanasia
A689596,Transfer
A689596,Died
A689597,Adoption
A689598,Return to Owner
A689599,Adoption
A689600,Adoption
A689601,Adoption
A689602,Adoption
A689603,Adoption
A689604,Adoption
A689605,Adoption
A689606,Transfer
A689609,Died
A689612,Transfer
A689615,Adoption
A689616,Died
A689617,Adoption
A689618,Transfer
A689619,Return to Owner
A689620,Missing
A689621,Transfer
A689622,Transfer
A689623,Adoption
A689624,Euthanasia
A689626,Euthanasia
A689627,Relocate
A689628,Adoption
A689629,Adoption
A689630,Adoption
A689632,Adoption
A689633,Transfer
A689634,Transfer
A689635,Transfer
A689636,Adoption
A689637,Return to Owner
A689638,Missing
A689640,Transfer
A689643,Adoption
A689647,Adoption
A689648,Adoption
A689651,Adoption
A689652,Adoption
A689653,Adoption
A689654,Adoption
A689654,Adoption
A689658,Died
A689660,Adoption
A689661,Transfer
A689666,Adoption
A689667,Adoption
A689668,Adoption
A689670,Transfer
A689671,Rto-Adopt
A689672,Transfer
A689674,Adoption
A689675,Transfer
A689677,Adoption
A689679,Adoption
A689680,Died
A689682,Missing
A689683,Died
A689687,Return to Owner
A689690,Transfer
A689691,Adoption
A689692,Rto-Adopt
A689693,Transfer
A689695,Rto-Adopt
A689696,Missing
A689697,Return to Owner
A689697,Return to Owner
A689697,Transfer
A689698,Transfer
A689699,Adoption
A689700,Adoption
A689701,Transfer
A689702,Missing
A689703,Rto-Adopt
A689705,Transfer
A689707,Adoption
A689708,Transfer
A689709,Rto-Adopt
A689711,Euthanasia
A689712,Return to Owner
A689713,Return to Owner
A689715,Transfer
A689717,Euthanasia
A689721,Adoption
A689722,Missing
A689724,Adoption
A689725,Transfer
A689726,Died
A689728,Euthanasia
A689729,Transfer
A689730,Adoption
A689731,Euthanasia
A689733,Return to Owner
A689734,Return to Owner
A689735,Relocate
A689737,Transfer
A689738,Adoption
A689738,Adoption
A689738,Return to Owner
A689738,Adoption
A689739,Euthanasia
A689744,Adoption
A689746,Died
A689746,Return to Owner
A689747,Rto-Adopt
A689748,Adoption
A689749,Missing
A689750,Relocate
A689751,Died
A689752,Transfer
A689753,Rto-Adopt
A689756,Euthanasia
A689757,Return to Owner
A689758,Transfer
A689759,Return to Owner
A689760,Return to Owner
A689761,Adoption
A689761,Return to Owner
A689762,Return to Owner
A689762,Return to Owner
A689763,Return to Owner
A689763,Return to Owner
A689764,Adoption
A689765,Relocate
A689766,Adoption
A689767,Transfer
A689768,Transfer
A689769,Transfer
A689770,Transfer
A689771,Transfer
A689772,Transfer
A689773,Adoption
A689774,Adoption
A689775,Return to Owner
A689776,Adoption
A689779,Return to Owner
A689781,Euthanasia
A689783,Euthanasia
A689785,Euthanasia
A689786,Return to Owner
A689786,Return to Owner
A689787,Return to Owner
A689789,Euthanasia
A689791,Adoption
A689792,Transfer
A689792,Adoption
A689792,Rto-Adopt
A689794,Euthanasia
A689795,Transfer
A689796,Relocate
A689797,Rto-Adopt
A689801,Adoption
A689802,Return to Owner
A689810,Euthanasia
A689812,Missing
A689813,Died
A689818,Adoption
A689818,Adoption
A689819,Transfer
A689819,Return to Owner
A689821,Euthanasia
A689821,Return to Owner
A689822,Adoption
A689823,Euthanasia
A689825,Return to Owner
A689826,Euthanasia
A689827,Euthanasia
A689828,Rto-Adopt
A689828,Relocate
A689829,Missing
A689830,Adoption
A689830,Adoption
A689831,Relocate
A689832,Adoption
A689834,Adoption
A689836,Relocate
A689837,Transfer
A689838,Rto-Adopt
A689839,Transfer
A689842,Died
A689843,Relocate
A689845,Return to Owner
A689848,Transfer
A689849,Relocate
A689850,Transfer
A689851,Transfer
A689852,Transfer
A689853,Adoption
A689854,Adoption
A689855,Adoption
A689856,Missing
A689857,Adoption
A689858,Transfer
A689859,Transfer
A689860,Missing
A689861,Return to Owner
A689862,Relocate
A689863,Died
A689866,Adoption
A689867,Return to Owner
A689868,Euthanasia
A689869,Missing
A689871,Missing
A689872,Relocate
A689877,Adoption
A689878,Rto-Adopt
A689879,Adoption
A689886,Adoption
A689887,Transfer
A689889,Adoption
A689893,Missing
A689894,Transfer
A689895,Relocate
A689896,Adoption
A689897,Adoption
A689898,Rto-Adopt
A689899,Transfer
A689900,Missing
A689901,Adoption
A689902,Relocate
A689903,Relocate
A689903,Missing
A689904,Missing
A689905,Missing
A689906,Adoption
A689907,Adoption
A689908,Adoption
A689909,Adoption
A689910,Transfer
A689911,Transfer
A689913,Transfer
A689914,Transfer
A689915,Transfer
A689916,Rto-Adopt
A689917,Return to Owner
A689918,Transfer
A689919,Transfer
A689921,Transfer
A689929,Transfer
A689930,Return to Owner
A689932,Return to Owner
A689933,Return to Owner
A689935,Return to Owner
A689936,Return to Owner
A689937,Died
A689938,Return to Owner
A689939,Transfer
A689940,Transfer
A689941,Died
A689942,Adoption
A689943,Rto-Adopt
A689944,Adoption
A689945,Rto-Adopt
A689946,Return to Owner
A689946,Return to Owner
A689946,Return to Owner
A689947,Euthanasia
A689948,Euthanasia
A689949,Transfer
A689951,Relocate
A689952,Adoption
A689954,Relocate
A689955,Transfer
A689956,Adoption
A689957,Euthanasia
A689958,Transfer
A689959,Return to Owner
A689961,Euthanasia
A689962,Euthanasia
A689963,Return to Owner
A689965,Euthanasia
A689966,Adoption
A689968,Euthanasia
A689969,Adoption
A689970,Adoption
A689971,Return to Owner
A689974,Return to Owner
A689975,Return to Owner
A689976,Transfer
A689977,Rto-Adopt
A689979,Adoption
A689980,Missing
A689981,Euthanasia
A689982,Transfer
A689983,Transfer
A689984,Transfer
A689985,Adoption
A689986,Relocate
A689987,Return to Owner
A689988,Euthanasia
A689989,Return to Owner
A689990,Transfer
A689991,Rto-Adopt
A689992,Adoption
A689992,Died
A689992,Adoption
A689994,Adoption
A689995,Adoption
A689997,Died
A689997,Adoption
A689998,Adoption
A689999,Adoption
A690000,Adoption
A690001,Adoption
A690002,Euthanasia
A690003,Died
A690004,Missing
A690005,Transfer
A690006,Adoption
A690007,Relocate
A690013,Return to Owner
A690013,Return to Owner
A690013,Return to Owner
A690016,Transfer
A690017,Transfer
A690018,Adoption
A690019,Relocate
A690020,Return to Owner
A690021,Adoption
A690022,Adoption
A690023,Died
A690024,Transfer
A690025,Relocate
A690026,Transfer
A690027,Return to Owner
A690028,Adoption
A690029,Transfer
A690030,Adoption
A690031,Missing
A690032,Rto-Adopt
A690033,Died
A690034,Euthanasia
A690035,Transfer
A690036,Transfer
A690037,Return to Owner
A690038,Transfer
A690038,Return to Owner
A690039,Return to Owner
A690041,Missing
A690042,Relocate
A690043,Adoption
A690047,Return to Owner
A690049,Return to Owner
A690050,Transfer
A690051,Transfer
A690052,Transfer
A690053,Transfer
A690054,Rto-Adopt
A690060,Return to Owner
A690060,Adoption
A690061,Adoption
A690062,Transfer
A690063,Transfer
A690064,Transfer
A690065,Adoption
A690067,Transfer
A690068,Rto-Adopt
A690069,Euthanasia
A690070,Died
A690072,Transfer
A690073,Rto-Adopt
A690074,Transfer
A690075,Transfer
A690079,Transfer
A690080,Transfer
A690081,Euthanasia
A690082,Transfer
A690083,Transfer
A690084,Relocate
A690085,Transfer
A690086,Adoption
A690087,Transfer
A690088,Transfer
A690089,Transfer
A690090,Transfer
A690091,Relocate
A690092,Missing
A690093,Return to Owner
A690093,Return to Owner
A690097,Transfer
A690098,Died
A690099,Died
A690100,Adoption
A690101,Adoption
A690102,Missing
A690103,Adoption
A690105,Adoption
A690107,Return to Owner
A690107,Return to Owner
A690108,Euthanasia
A690108,Adoption
A690108,Adoption
A690109,Transfer
A690110,Rto-Adopt
A690112,Rto-Adopt
A690113,Adoption
A690114,Missing
A690115,Adoption
A690116,Adoption
A690117,Return to Owner
A690119,Return to Owner
A690121,Transfer
A690122,Adoption
A690123,Return to Owner
A690125,Return to Owner
A690130,Adoption
A690131,Return to Owner
A690132,Adoption
A690133,Missing
A690134,Adoption
A690137,Adoption
A690138,Adoption
A690139,Return to Owner
A690139,Transfer
A690140,Transfer
A690141,Transfer
A690142,Transfer
A690143,Transfer
A690144,Euthanasia
A690146,Euthanasia
A690146,Return to Owner
A690147,Euthanasia
A690147,Return to Owner
A690148,Adoption
A690149,Relocate
A690150,Adoption
A690154,Adoption
A690155,Return to Owner
A690155,Return to Owner
A690157,Adoption
A690158,Transfer
A690160,Adoption
A690162,Died
A690163,Return to Owner
A690164,Euthanasia
A690165,Relocate
A690167,Transfer
A690167,Relocate
A690169,Adoption
A690170,Return to Owner
A690171,Adoption
A690172,Transfer
A690173,Adoption
A690176,Died
A690177,Euthanasia
A690178,Rto-Adopt
A690185,Return to Owner
A690186,Adoption
A690186,Died
A690187,Adoption
A690188,Adoption
A690188,Adoption
A690189,Died
A690191,Missing
A690192,Died
A690193,Transfer
A690194,Died
A690195,Transfer
A690197,Relocate
A690202,Return to Owner
A690209,Adoption
A690210,Euthanasia
A690211,Adoption
A690211,Missing
A690212,Rto-Adopt
A690213,Relocate
A690214,Adoption
A690214,Adoption
A690215,Transfer
A690216,Euthanasia
A690217,Euthanasia
A690218,Transfer
A690220,Adoption
A690221,Relocate
A690222,Adoption
A690223,Adoption
A690224,Return to Owner
A690225,Return to Owner
A690227,Transfer
A690228,Euthanasia
A690229,Return to Owner
A690230,Return to Owner
A690230,Return to Owner
A690231,Transfer
A690232,Return to Owner
A690233,Return to Owner
A690234,Return to Owner
A690234,Return to Owner
A690234,Return to Owner
A690234,Return to Owner
A690234,Return to Owner
A690234,Return to Owner
A690235,Euthanasia
A690236,Adoption
A690236,Missing
A690237,Transfer
A690238,Missing
A690239,Relocate
A690240,Transfer
A690241,Died
A690242,Transfer
A690243,Transfer
A690245,Rto-Adopt
A690246,Missing
A690247,Missing
A690248,Transfer
A690249,Transfer
A690250,Transfer
A690251,Rto-Adopt
A690253,Transfer
A690254,Adoption
A690255,Adoption
A690256,Euthanasia
A690258,Return to Owner
A690262,Return to Owner
A690262,Return to Owner
A690263,Euthanasia
A690264,Transfer
A690265,Transfer
A690266,Return to Owner
A690269,Adoption
A690269,Adoption
A690270,Transfer
A690271,Transfer
A690272,Transfer
A690273,Transfer
A690275,Transfer
A690277,Transfer
A690277,Died
A690279,Adoption
A690282,Adoption
A690283,Relocate
A690285,Euthanasia
A690286,Transfer
A690287,Relocate
A690290,Transfer
A690291,Euthanasia
A690294,Transfer
A690296,Transfer
A690297,Euthanasia
A690298,Return to Owner
A690299,Adoption
A690300,Transfer
A690301,Adoption
A690301,Adoption
A690304,Adoption
A690307,Euthanasia
A690308,Adoption
A690309,Adoption
A690310,Transfer
